,Unnamed: 0,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems,PastYear-Orders-PreparedFood,May-Trips-PreparedFood,May-Orders-PreparedFood,May-Total-PreparedFood,May-Portion-EPreparedFood,PastYear-Orders-Groceries,May-Trips-Groceries,May-Orders-Groceries,May-Total-Groceries,May-Portion-EGroceries,PastYear-Orders-OtherFood,May-Trips-OtherFood,May-Orders-OtherFood,May-Total-OtherFood,May-Portion-EOtherFood,PastYear-Orders-PaperCleaning,May-Trips-PaperCleaning,May-Orders-PaperCleaning,May-Total-PaperCleaning,May-Portion-EPaperCleaning,PastYear-Orders-Clothing,May-Trips-Clothing,May-Orders-Clothing,May-Total-Clothing,May-Portion-EClothing,PastYear-Orders-HomeOffice,May-Trips-HomeOffice,May-Orders-HomeOffice,May-Total-HomeOffice,May-Portion-EHomeOffice,PastYear-Orders-Medication,May-Trips-Medication,May-Orders-Medication,May-Total-Medication,May-Portion-EMedication,PastYear-Orders-ChildcareItems,May-Trips-ChildcareItems,May-Orders-ChildcareItems,May-Total-ChildcareItems,May-Portion-EChildcareItems,incomelevel,ageLevel
159,2997,165,"$50,000 - $74,999","$75,000 - $99,999",35 - 44,0,2.0,4,4,4,5,5,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never,Never,2,1,0,1,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,0,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.25,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,,0.25,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z
160,2998,166,Prefer not to answer,Prefer not to answer,65 - 74,0,1.0,2,1,1,3,4,Never,Less than 1 time per month,Never,Never,Never,Never,Less than 1 time per month,Never,0,2,0,0,0,0,0,0,Almost never,No Response,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,1,0,Almost never,Almost never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,No Response,Never,0.0,0.0,0.0,0.0,,0.25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.25,0.25,1.0,0.25,0.25,1.0,1.25,0.8,0.0,0.0,0.0,0.0,,Unknown,Baby Boomer and Older
161,2999,167,"Under $10,000","Under $10,000",35 - 44,0,1.0,1,1,1,3,3,Never,Never,Never,Never,Never,Never,Less than 1 time per week,Never,0,2,0,2,0,0,0,0,Almost never,No Response,Almost never,No Response,Less than 1 time per month,Almost never,Less than 1 time per week,Never,0,0,0,0,0,0,2,0,Never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,No Response,Never,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.25,1.25,0.2,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,0.5,0.5,2.0,2.5,0.8,0.0,0.0,0.0,0.0,,Low income,Gen Y & Z
162,3000,168,"$75,000 - $99,999","$150,000 - $199,999",55 - 59,0,2.0,5,4,3,1,1,Less than 1 time per week,Less than 1 time per month,About 1 time per week,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,2,0,2,0,0,0,0,Almost never,No Response,About 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,0,1,2,0,1,0,0,0,Almost never,No Response,No Response,Less than 1 time per week,No Response,Almost never,Less than 1 time per month,Never,0.5,0.0,0.0,0.0,,0.25,1.0,1.0,2.0,0.5,1.0,1.0,2.0,3.0,0.6666666666666666,0.0,1.0,0.5,1.5,0.3333333333333333,0.25,0.5,1.0,1.5,0.6666666666666666,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
163,3001,169,"$150,000 - $199,999","$200,000 or more",45 - 54,0,2.0,3,3,3,4,4,Never,Never,About 1 time per week,Almost never,Less than 1 time per month,Almost never,Almost never,Never,2,4,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,1,0,1,0,0,0,0,0,No Response,No Response,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,Never,0.0,1.0,1.0,2.0,0.5,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.5,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,High income,Gen X
164,3002,170,"$100,000 - $149,999","$150,000 - $199,999",25 - 34,2,5.0,5,3,3,5,5,Less than 1 time per month,Almost never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per week,0,3,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per week,0,0,0,0,0,0,0,2,Almost never,Almost never,Never,Never,Less than 1 time per month,Almost never,Never,No Response,0.25,0.0,0.0,0.0,,0.0,1.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.5,0.5,2.0,2.5,0.8,High income,Gen Y & Z
165,3003,171,"$25,000 - $49,999","$25,000 - $49,999",25 - 34,0,2.0,1,1,1,4,3,Never,Never,Never,Never,Never,Never,Never,Never,2,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Never,Never,Never,Never,0,0,0,0,0,0,0,0,Less than 1 time per week,Almost never,Never,Never,Almost never,Never,Never,Never,0.0,1.0,0.5,1.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Low income,Gen Y & Z
166,3004,173,"$50,000 - $74,999","$100,000 - $149,999",35 - 44,0,3.0,1,3,1,3,1,About 1 time per week,About 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,2,0,0,0,0,0,0,About 1 time per week,No Response,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,1,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.25,1.25,0.2,1.0,1.0,0.0,1.0,0.0,0.25,0.5,0.25,0.75,0.3333333333333333,0.25,0.5,0.25,0.75,0.3333333333333333,0.25,0.5,0.25,0.75,0.3333333333333333,0.25,0.5,0.25,0.75,0.3333333333333333,0.25,0.5,0.25,0.75,0.3333333333333333,High income,Gen Y & Z
167,3005,174,"$100,000 - $149,999","$75,000 - $99,999",25 - 34,2,5.0,2,2,2,3,2,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,4,2,0,0,0,0,2,0,No Response,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,No Response,Almost never,4,2,0,0,2,0,0,2,No Response,No Response,About 1 time per week,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per week,No Response,1.0,2.0,4.0,6.0,0.6666666666666666,0.5,1.0,2.0,3.0,0.6666666666666666,0.25,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.5,0.25,0.0,2.0,2.0,1.0,0.25,0.0,0.25,0.25,1.0,0.25,1.0,0.5,1.5,0.3333333333333333,0.5,0.0,2.0,2.0,1.0,Medium income,Gen Y & Z
168,3006,175,"$150,000 - $199,999","$150,000 - $199,999",65 - 74,0,2.0,5,5,1,1,1,Less than 1 time per month,Almost never,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Almost never,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,3 - 5 times per week,About 1 time per week,Almost never,Almost never,Almost never,Almost never,0,0,1,0,0,0,2,0,Almost never,Less than 1 time per month,No Response,Almost never,Almost never,Almost never,No Response,Almost never,0.25,0.25,0.0,0.25,0.0,0.0,1.0,0.25,1.25,0.2,0.5,4.0,1.0,5.0,0.2,0.0,1.0,0.0,1.0,0.0,0.25,0.0,0.0,0.0,,0.25,0.0,0.0,0.0,,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
169,3007,176,"$100,000 - $149,999","$200,000 or more",65 - 74,0,2.0,5,5,4,1,1,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,2,0,0,0,0,0,0,0,No Response,Almost never,Never,Never,Never,Never,Almost never,Never,0,1,2,0,1,0,0,0,Less than 1 time per week,No Response,No Response,Less than 1 time per week,No Response,Almost never,Less than 1 time per month,Never,0.0,1.0,0.5,1.5,0.3333333333333333,0.0,0.0,1.0,1.0,1.0,0.25,0.0,2.0,2.0,1.0,0.0,0.0,0.5,0.5,1.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.25,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
170,3008,177,"$50,000 - $74,999","$50,000 - $74,999",60 - 64,0,1.0,5,4,3,2,1,Less than 1 time per month,About 1 time per week,Less than 1 time per month,About 1 time per week,2 - 3 times per week,About 1 time per week,About 1 time per week,About 1 time per week,0,6,0,2,0,0,0,0,Less than 1 time per week,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,0,0,0,2,2,0,1,0,Almost never,About 1 time per week,Never,No Response,No Response,Less than 1 time per month,No Response,About 1 time per week,0.25,0.5,0.0,0.5,0.0,1.0,3.0,1.0,4.0,0.25,0.25,0.0,0.0,0.0,,1.0,1.0,2.0,3.0,0.6666666666666666,2.5,0.25,2.0,2.25,0.8888888888888888,1.0,0.25,0.25,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,Medium income,Baby Boomer and Older
171,3009,178,"$100,000 - $149,999","$200,000 or more",45 - 54,0,2.0,1,3,4,4,4,Never,Never,Never,Almost never,Less than 1 time per month,Never,Less than 1 time per month,Never,0,6,0,2,0,0,0,0,Never,No Response,Never,No Response,Almost never,Never,Never,Never,0,0,0,0,1,0,0,0,Never,Never,Never,Never,No Response,Never,Less than 1 time per month,Never,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.25,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.0,,High income,Gen X
172,3010,179,Prefer not to answer,Prefer not to answer,65 - 74,0,2.0,3,4,5,4,2,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,0,4,0,4,0,0,0,0,Less than 1 time per month,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,2,0,0,0,0,0,2,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,No Response,No Response,Less than 1 time per month,0.25,0.25,2.0,2.25,0.8888888888888888,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.25,0.25,2.0,2.25,0.8888888888888888,0.25,0.25,0.25,0.5,0.5,Unknown,Baby Boomer and Older
173,3011,180,"$150,000 - $199,999","$150,000 - $199,999",60 - 64,0,2.0,1,1,1,5,4,Never,Never,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Almost never,2 - 3 times per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0.0,0.0,0.0,0.0,,0.0,2.0,2.5,4.5,0.5555555555555556,0.0,0.0,0.25,0.25,1.0,0.0,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
174,3012,182,"$200,000 or more","$200,000 or more",55 - 59,0,2.0,1,1,1,4,5,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Never,0,2,0,0,0,0,0,0,3 - 5 times per week,No Response,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,0,0,0,0,Never,Never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Never,Never,0.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
175,3013,183,"$100,000 - $149,999","$150,000 - $199,999",60 - 64,0,2.0,5,3,5,5,5,Never,Never,About 1 time per week,Never,Never,Never,Less than 1 time per week,Never,0,4,0,0,0,0,0,0,2 - 3 times per week,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,0,1,1,0,0,0,1,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,2.5,0.0,2.5,0.0,0.0,2.0,1.0,3.0,0.3333333333333333,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.5,1.0,1.5,0.6666666666666666,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
176,3014,184,"$75,000 - $99,999","$75,000 - $99,999",65 - 74,0,1.0,3,2,3,5,5,Never,Never,About 1 time per week,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,0,2,2,0,0,0,0,0,About 1 time per week,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0,1,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,0.0,1.0,0.5,1.5,0.3333333333333333,0.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,1.5,0.3333333333333333,0.0,0.5,0.5,1.0,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,Medium income,Baby Boomer and Older
177,3015,185,"Under $10,000",Prefer not to answer,45 - 54,1,2.0,5,5,4,4,4,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,2,4,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,1,0,0,1,0,0,0,No Response,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0.25,1.0,0.0,1.0,0.0,0.25,2.0,1.0,3.0,0.3333333333333333,0.0,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.25,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.5,0.0,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,Unknown,Gen X
178,3016,186,"$75,000 - $99,999","$75,000 - $99,999",35 - 44,0,1.0,5,5,1,5,5,About 1 time per week,Less than 1 time per week,Never,Never,Never,Never,Never,Never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Never,Never,4,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Almost never,Less than 1 time per month,Never,Never,Never,Never,1.0,1.0,4.0,5.0,0.8,0.5,0.5,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.25,0.5,0.5,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z
179,3017,187,"$15,000 - $24,999","$150,000 - $199,999",45 - 54,1,3.0,1,1,1,5,5,Never,Never,Never,Never,Almost never,Never,Never,Never,0,4,2,2,0,0,0,0,No Response,No Response,No Response,No Response,Less than 1 time per month,Almost never,Almost never,Never,0,0,0,0,0,0,0,0,No Response,Never,Never,Never,Almost never,Almost never,Never,Never,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,High income,Gen X
180,3018,188,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,5,2,3,3,3,Never,Never,Never,Never,2 - 3 times per week,Never,Never,Never,2,2,0,2,0,0,2,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,1,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
181,3019,189,"$100,000 - $149,999","$100,000 - $149,999",60 - 64,0,1.0,3,3,3,4,4,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Never,Almost never,2,2,0,0,0,0,0,0,No Response,No Response,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Almost never,1,0,0,0,0,0,0,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0.25,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.25,0.5,0.25,0.75,0.3333333333333333,0.25,0.5,0.25,0.75,0.3333333333333333,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
182,3020,190,"$100,000 - $149,999","$100,000 - $149,999",35 - 44,1,2.0,5,2,5,5,5,Never,Never,Never,Less than 1 time per month,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per week,Almost never,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,0,0,0,0,1,0,0,0,Never,Never,Never,Almost never,No Response,Almost never,Less than 1 time per month,Almost never,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.25,0.25,0.0,0.25,0.0,1.0,0.0,1.0,1.0,1.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Gen Y & Z
183,3021,191,Prefer not to answer,Prefer not to answer,45 - 54,3,5.0,4,4,3,4,1,Never,Never,Never,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,Almost never,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,0,0,0,0,0,0,0,0,Almost never,Never,No Response,No Response,No Response,No Response,No Response,Less than 1 time per week,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0,0.5,0.5,1.0,Unknown,Gen X
184,3022,192,"$75,000 - $99,999","$75,000 - $99,999",25 - 34,0,1.0,3,3,3,4,4,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,No Response,Never,1,0,0,0,0,1,1,0,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,No Response,Never,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.5,0.75,0.6666666666666666,0.25,0.25,0.25,0.5,0.5,0.25,0.0,0.25,0.25,1.0,0.25,0.0,1.0,1.0,1.0,0.25,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z
185,3023,193,"$50,000 - $74,999","$75,000 - $99,999",25 - 34,0,2.0,1,1,3,4,3,Almost never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never,0,4,0,2,0,0,0,0,Less than 1 time per week,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Almost never,0,0,0,1,0,0,0,0,Almost never,Almost never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,0.0,0.5,0.0,0.5,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.25,1.0,1.0,2.0,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,Medium income,Gen Y & Z
186,3024,194,"$150,000 - $199,999","$150,000 - $199,999",45 - 54,0,2.0,4,5,5,5,5,Never,Almost never,Never,Less than 1 time per month,About 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per month,11,8,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month,0,0,0,0,2,0,0,2,Never,Almost never,Never,Almost never,No Response,Almost never,Never,No Response,0.0,5.5,0.0,5.5,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.25,0.25,0.0,0.25,0.0,1.0,0.25,2.0,2.25,0.8888888888888888,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.25,0.25,2.0,2.25,0.8888888888888888,High income,Gen X
187,3025,195,Prefer not to answer,Prefer not to answer,35 - 44,0,1.0,3,5,4,5,5,Less than 1 time per month,Never,Never,Never,Almost never,Almost never,Never,Never,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Almost never,Less than 1 time per month,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Almost never,Almost never,Never,Never,0.25,1.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,,Unknown,Gen Y & Z
188,3026,196,"$150,000 - $199,999","$150,000 - $199,999",45 - 54,1,2.0,1,1,1,1,2,Never,Less than 1 time per month,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,Almost never,Almost never,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,About 1 time per week,Less than 1 time per month,No Response,Almost never,Less than 1 time per month,Almost never,0,0,1,0,0,0,0,0,Never,Less than 1 time per month,No Response,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,0.0,0.5,0.0,0.5,0.0,0.25,1.0,0.25,1.25,0.2,1.0,1.0,1.0,2.0,0.5,0.25,0.25,0.0,0.25,0.0,0.5,0.0,0.5,0.5,1.0,0.0,0.0,0.25,0.25,1.0,0.0,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Gen X
189,3027,197,"$150,000 - $199,999","$200,000 or more",65 - 74,0,2.0,1,1,1,4,3,Never,Never,Never,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Almost never,Less than 1 time per week,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,1,0,0,0,Never,Almost never,Almost never,Never,No Response,Never,Less than 1 time per month,Never,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.25,0.0,0.25,0.0,0.25,0.25,1.0,1.25,0.8,0.0,0.0,0.0,0.0,,0.25,0.25,0.25,0.5,0.5,0.0,0.0,0.0,0.0,,High income,Baby Boomer and Older
190,3028,198,Prefer not to answer,Prefer not to answer,60 - 64,0,1.0,5,4,4,5,2,Never,Never,Never,Never,Almost never,Never,Never,Never,0,4,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,1,0,0,0,0,0,0,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,3.0,0.3333333333333333,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,Unknown,Baby Boomer and Older
