,match_id,PersonalIncome,HouseholdIncome,age,numkids,NumberInHousehold,DoInStage23-ContactlessDoor,DoInStage23-CurbsidePickup,DoInStage23-InStorePickup,DoInStage23-VisitRetail,DoInStage23-VisitRestaurant,PastYear-ECommerce-Frequency-PreparedFood,PastYear-ECommerce-Frequency-Groceries,PastYear-ECommerce-Frequency-OtherFood,PastYear-ECommerce-Frequency-PaperCleaning,PastYear-ECommerce-Frequency-Clothing,PastYear-ECommerce-Frequency-HomeOffice,PastYear-ECommerce-Frequency-Medication,PastYear-ECommerce-Frequency-ChildcareItems,May-InStore-Trips-PreparedFood,May-InStore-Trips-Groceries,May-InStore-Trips-OtherFood,May-InStore-Trips-PaperCleaning,May-InStore-Trips-Clothing,May-InStore-Trips-HomeOffice,May-InStore-Trips-Medication,May-InStore-Trips-ChildcareItems,May-InStore-Frequency-PreparedFood,May-InStore-Frequency-Groceries,May-InStore-Frequency-OtherFood,May-InStore-Frequency-PaperCleaning,May-InStore-Frequency-Clothing,May-InStore-Frequency-HomeOffice,May-InStore-Frequency-Medication,May-InStore-Frequency-ChildcareItems,May-ECommerce-Orders-PreparedFood,May-ECommerce-Orders-Groceries,May-ECommerce-Orders-OtherFood,May-ECommerce-Orders-PaperCleaning,May-ECommerce-Orders-Clothing,May-ECommerce-Orders-HomeOffice,May-ECommerce-Orders-Medication,May-ECommerce-Orders-ChildcareItems,May-ECommerce-Frequency-PreparedFood,May-ECommerce-Frequency-Groceries,May-ECommerce-Frequency-OtherFood,May-ECommerce-Frequency-PaperCleaning,May-ECommerce-Frequency-Clothing,May-ECommerce-Frequency-HomeOffice,May-ECommerce-Frequency-Medication,May-ECommerce-Frequency-ChildcareItems
2952,119,"$50,000 - $74,999",No Response,25 - 34,0,1.0,5,5,5,3,1,About 1 time per week,Never,Never,Never,Almost never,Never,Never,Never,4,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Almost never,Never,Almost never,Never,2,-9998,0,0,0,0,0,0,No Response,No Response,Never,Never,Almost never,Never,Never,Never
2953,120,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,2,4.0,1,1,1,4,3,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,4,0,0,0,0,0,0,Never,No Response,Never,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per week,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Less than 1 time per month,Never
2954,121,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,1,1,1,5,4,About 1 time per week,Never,Never,Less than 1 time per week,Less than 1 time per week,Never,Less than 1 time per week,Never,0,1,0,1,0,0,0,0,About 1 time per week,No Response,Never,No Response,Never,Never,Never,Never,1,0,0,0,0,0,0,0,No Response,Never,Never,Never,Never,Never,Never,Never
2955,122,"$75,000 - $99,999",No Response,60 - 64,0,1.0,3,3,3,2,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,2,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Never,0,0,0,0,0,0,0,0,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never
2956,123,"$25,000 - $49,999","$25,000 - $49,999",60 - 64,0,2.0,1,1,4,5,4,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,6,6,0,0,0,0,1,0,No Response,No Response,2 - 3 times per week,Almost never,Almost never,Almost never,No Response,Almost never,0,0,0,0,-9998,0,1,-9998,Almost never,Never,Never,Almost never,No Response,Almost never,No Response,No Response
2957,124,Prefer not to answer,Prefer not to answer,65 - 74,0,2.0,4,2,1,4,4,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,2,0,0,0,0,0,0,Never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Never
2958,125,"$10,000 - $14,999",No Response,65 - 74,0,1.0,4,4,4,4,2,Almost never,Never,Almost never,Almost never,Less than 1 time per month,Almost never,Never,Never,2,0,2,0,0,0,2,0,No Response,Less than 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Never,3,0,0,0,0,0,0,0,No Response,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Never,Never
2959,126,"$75,000 - $99,999","$150,000 - $199,999",35 - 44,2,4.0,5,5,4,2,2,Almost never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month,2,2,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,1,0,0,0,0,0,0,0,No Response,Never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month
2960,127,"$25,000 - $49,999","$25,000 - $49,999",25 - 34,1,3.0,5,5,5,4,5,2 - 3 times per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,2 - 3 times per week,Almost never,Almost never,Almost never,0,2,0,2,-9998,0,0,0,Almost never,No Response,Less than 1 time per week,No Response,No Response,Never,Almost never,Almost never,2,0,0,0,4,0,0,0,No Response,Less than 1 time per week,Almost never,Less than 1 time per week,No Response,Almost never,Almost never,Almost never
2961,128,"$50,000 - $74,999","$100,000 - $149,999",35 - 44,0,2.0,1,3,3,4,2,Never,Never,Less than 1 time per month,Almost never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,2,2,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,2,0,0,0,1,0,2,0,No Response,Never,Less than 1 time per month,Less than 1 time per month,No Response,Almost never,No Response,Never
2962,129,"$75,000 - $99,999","$200,000 or more",45 - 54,0,2.0,4,3,2,4,3,About 1 time per week,Never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0,2,0,2,0,0,0,0,About 1 time per week,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,1,0,1,0,0,0,0,0,No Response,Never,No Response,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never
2963,130,"$75,000 - $99,999","$75,000 - $99,999",65 - 74,0,2.0,1,1,1,5,2,Never,Never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,0,2,0,2,0,0,0,0,Less than 1 time per month,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Almost never,Almost never,Almost never,Never
2964,131,"$50,000 - $74,999","$100,000 - $149,999",25 - 34,0,2.0,4,4,4,2,1,Never,Never,Never,Almost never,Less than 1 time per month,Almost never,Never,Less than 1 time per month,2,4,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,1,0,0,0,0,0,0,0,No Response,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Almost never
2965,133,"$50,000 - $74,999","$100,000 - $149,999",45 - 54,0,2.0,3,3,4,5,3,Less than 1 time per week,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,1,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2966,134,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,2.0,2,2,2,4,2,Almost never,Almost never,Almost never,Almost never,Less than 1 time per week,Less than 1 time per week,Almost never,Almost never,0,2,-9998,0,0,0,0,0,Almost never,No Response,No Response,Almost never,Almost never,Almost never,Almost never,Never,-9998,-9998,1,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2967,135,"$75,000 - $99,999","$75,000 - $99,999",35 - 44,0,2.0,5,4,4,2,1,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,Never,2,2,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,0,1,0,0,0,1,0,0,Less than 1 time per week,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,No Response,Never,Never
2968,136,"$25,000 - $49,999","$75,000 - $99,999",20 - 24,0,2.0,4,5,5,4,2,2 - 3 times per week,About 1 time per week,Never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,10,6,0,6,0,0,0,0,No Response,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2969,137,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,0,3.0,1,1,3,5,2,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Never,Never,0,4,-9998,0,-9998,-9998,2,-9998,Less than 1 time per week,No Response,No Response,Less than 1 time per week,No Response,No Response,No Response,No Response,1,1,-9998,-9998,1,-9998,0,-9998,No Response,No Response,No Response,No Response,No Response,No Response,Almost never,No Response
2970,138,"$100,000 - $149,999","$200,000 or more",25 - 34,0,2.0,3,5,4,2,1,Less than 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Never,Never,Never,0,2,-9998,0,0,0,0,0,Less than 1 time per week,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,-9998,1,0,0,0,0,0,Less than 1 time per month,No Response,No Response,Almost never,Less than 1 time per month,Never,Never,Never
2971,139,"$25,000 - $49,999",No Response,65 - 74,0,1.0,3,3,2,2,3,Never,Never,Less than 1 time per week,Never,Less than 1 time per month,Almost never,Never,Never,-9998,2,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,1,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2972,140,"$100,000 - $149,999","$150,000 - $199,999",45 - 54,0,2.0,5,5,5,4,3,Almost never,Almost never,Never,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,About 1 time per week,Never,2,4,0,2,0,0,0,0,No Response,No Response,Almost never,No Response,Less than 1 time per week,Less than 1 time per month,Almost never,Never,1,0,0,0,0,0,2,0,No Response,Almost never,Never,Less than 1 time per month,Less than 1 time per week,About 1 time per week,No Response,Never
2973,141,"$50,000 - $74,999","$50,000 - $74,999",35 - 44,1,2.0,5,4,3,4,2,Almost never,Never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,4,2,0,2,0,2,0,0,No Response,No Response,Never,No Response,Almost never,No Response,Less than 1 time per month,Never,2,0,0,0,0,1,1,0,No Response,Never,Never,Almost never,Almost never,No Response,No Response,Never
2974,142,"$50,000 - $74,999","$100,000 - $149,999",65 - 74,0,2.0,4,4,4,2,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,Less than 1 time per month,-9998,2,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2975,143,Prefer not to answer,No Response,65 - 74,0,1.0,1,1,1,3,4,Never,Never,Never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,2,4,0,0,0,0,0,0,No Response,No Response,Almost never,About 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,Never,0,0,-9998,-9998,-9998,-9998,-9998,-9998,Never,Never,No Response,No Response,No Response,No Response,No Response,No Response
2976,144,Prefer not to answer,Prefer not to answer,65 - 74,0,2.0,3,4,3,4,4,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,2,2,0,0,0,0,2,0,No Response,No Response,Almost never,About 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Less than 1 time per month,0,0,-9998,2,0,0,1,0,About 1 time per week,About 1 time per week,No Response,No Response,Less than 1 time per month,Less than 1 time per month,No Response,Less than 1 time per month
2977,145,"$150,000 - $199,999","$150,000 - $199,999",65 - 74,0,2.0,1,1,1,5,4,Never,Never,Never,Never,Almost never,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,About 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per week,Almost never,Almost never,Less than 1 time per month,Never,1,0,0,0,1,0,1,-9998,No Response,Never,Never,Never,No Response,Never,No Response,No Response
2978,146,"$25,000 - $49,999",No Response,65 - 74,0,1.0,5,5,4,3,2,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2,4,0,0,0,2,2,0,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,No Response,No Response,Almost never,0,0,0,0,0,0,0,0,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per month
2979,147,"$50,000 - $74,999",No Response,35 - 44,0,1.0,1,4,4,5,5,2 - 3 times per week,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per week,Almost never,6,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per week,Almost never,Almost never,Less than 1 time per week,Almost never,2,0,0,0,1,0,0,0,No Response,Almost never,Almost never,Less than 1 time per month,No Response,Almost never,Less than 1 time per week,Almost never
2980,148,"$100,000 - $149,999","$200,000 or more",65 - 74,0,2.0,4,5,5,3,2,Less than 1 time per month,Never,Never,Never,Almost never,Never,Never,Never,8,4,0,0,0,0,0,0,No Response,No Response,2 - 3 times per week,Less than 1 time per month,Less than 1 time per week,Almost never,Less than 1 time per week,Never,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2981,149,"$100,000 - $149,999","$100,000 - $149,999",45 - 54,0,2.0,1,5,5,5,5,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,2,4,0,2,0,0,0,0,No Response,No Response,Less than 1 time per month,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,2,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never
2982,150,"$75,000 - $99,999","$200,000 or more",45 - 54,0,2.0,4,4,4,5,5,Never,Never,Never,Never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,8,4,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,8,0,0,0,4,0,0,0,No Response,Never,Never,Never,No Response,Almost never,Less than 1 time per month,Never
2983,151,"$75,000 - $99,999","$100,000 - $149,999",60 - 64,0,2.0,3,5,5,4,4,About 1 time per week,2 - 3 times per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,4,0,0,0,0,0,0,Less than 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month,Never,-9998,1,-9998,-9998,2,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2984,152,Prefer not to answer,"$75,000 - $99,999",35 - 44,1,3.0,-9998,-9998,-9998,-9998,-9998,2 - 3 times per week,2 - 3 times per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Almost never,Almost never,Never,0,6,0,2,0,0,0,0,2 - 3 times per week,No Response,Never,No Response,Never,Never,Less than 1 time per month,Never,6,1,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per month,Never,Never,Never,Never
2985,153,"$25,000 - $49,999",No Response,60 - 64,0,1.0,3,3,2,4,1,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,About 1 time per week,Less than 1 time per month,Almost never,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Never,Almost never,Never,Never,Almost never,Never,Less than 1 time per month,Never
2986,154,"$50,000 - $74,999","$50,000 - $74,999",20 - 24,0,2.0,5,5,3,1,1,Less than 1 time per week,Never,Never,Never,Almost never,Never,Less than 1 time per week,Never,2,4,0,2,0,0,2,0,No Response,No Response,Never,No Response,Almost never,Almost never,No Response,Never,3,0,0,0,0,0,1,0,No Response,Never,Never,Never,Almost never,Almost never,No Response,Never
2987,155,"$100,000 - $149,999","$100,000 - $149,999",65 - 74,0,3.0,4,4,2,2,2,Almost never,Almost never,Less than 1 time per month,Never,About 1 time per week,Less than 1 time per month,Almost never,Never,4,4,0,0,0,0,0,0,No Response,No Response,Less than 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Almost never,2,1,0,1,3,0,2,0,No Response,No Response,About 1 time per week,No Response,No Response,Less than 1 time per month,No Response,Almost never
2988,156,"$50,000 - $74,999","$150,000 - $199,999",35 - 44,0,2.0,1,1,4,4,2,Never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,2,2,0,0,0,0,0,0,No Response,No Response,Never,Less than 1 time per week,Less than 1 time per month,Almost never,Almost never,Never,0,0,0,0,0,0,0,0,Almost never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Never
2989,157,"$75,000 - $99,999","$200,000 or more",45 - 54,0,2.0,5,5,5,5,4,Never,Almost never,About 1 time per week,Less than 1 time per month,Almost never,Less than 1 time per week,Almost never,Never,0,4,0,0,0,0,2,0,Never,No Response,About 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,No Response,Never,0,0,0,0,1,1,0,0,Never,Almost never,About 1 time per week,Less than 1 time per month,No Response,No Response,Almost never,Never
2990,158,"$75,000 - $99,999","$150,000 - $199,999",60 - 64,0,2.0,3,3,3,3,3,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,4,6,2,0,0,0,0,0,No Response,No Response,No Response,Almost never,Never,Never,Never,Never,0,0,0,0,0,0,0,0,Never,Never,Never,Never,Never,Never,Never,Never
2991,159,"$25,000 - $49,999","$15,000 - $24,999",25 - 34,1,2.0,4,4,3,2,1,About 1 time per week,Less than 1 time per week,Almost never,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,0,0,-9998,-9998,-9998,-9998,-9998,-9998,2 - 3 times per week,Less than 1 time per week,No Response,No Response,No Response,No Response,No Response,No Response,2,1,0,1,0,0,0,0,No Response,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per week,No Response,No Response
2992,160,"$75,000 - $99,999","$75,000 - $99,999",75 - 84,0,2.0,4,2,3,4,2,Never,Never,Never,Almost never,Less than 1 time per month,Less than 1 time per month,Never,Never,0,0,0,1,0,0,2,0,No Response,3 - 5 times per week,Never,No Response,Less than 1 time per month,Less than 1 time per week,No Response,Never,0,2,0,0,1,0,0,0,No Response,No Response,No Response,No Response,No Response,Less than 1 time per month,No Response,No Response
2993,161,Prefer not to answer,No Response,25 - 34,0,1.0,1,1,1,3,3,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per month,Almost never,Almost never,Almost never,Never,0,0,0,0,0,0,0,0,Less than 1 time per month,Less than 1 time per week,Never,Less than 1 time per month,Almost never,Almost never,Almost never,Never,0,1,0,0,0,0,0,0,Less than 1 time per month,No Response,Never,Less than 1 time per month,Almost never,Almost never,Almost never,Never
2994,162,"$50,000 - $74,999","$200,000 or more",25 - 34,0,4.0,5,4,3,3,2,About 1 time per week,Never,Almost never,Less than 1 time per month,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Never,4,2,0,2,0,0,0,0,No Response,No Response,About 1 time per week,No Response,Almost never,Almost never,Almost never,Never,2,0,0,0,4,0,0,0,No Response,Never,Almost never,Almost never,No Response,Less than 1 time per week,Less than 1 time per week,Never
2995,163,"$15,000 - $24,999",No Response,45 - 54,0,1.0,5,5,4,4,4,Less than 1 time per week,Almost never,Never,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Never,2,2,0,0,0,0,0,0,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,Less than 1 time per month,Less than 1 time per week,Almost never,0,0,0,0,1,0,0,0,Less than 1 time per week,Almost never,Never,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per week,Never
2996,164,"$200,000 or more","$200,000 or more",65 - 74,0,2.0,4,2,2,2,2,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,2,0,2,0,0,0,0,Almost never,No Response,Almost never,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,0,0,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never
2997,165,"$50,000 - $74,999","$75,000 - $99,999",35 - 44,0,2.0,4,4,4,5,5,Less than 1 time per month,Never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Never,Never,Never,2,1,-9998,1,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,-9998,-9998,-9998,-9998,-9998,-9998,-9998,-9998,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response
2998,166,Prefer not to answer,No Response,65 - 74,0,1.0,2,1,1,3,4,Never,Less than 1 time per month,Never,Never,Never,Never,Less than 1 time per month,Never,0,2,0,0,0,0,0,0,Almost never,No Response,Almost never,Almost never,Almost never,Almost never,Less than 1 time per month,Never,0,0,0,0,0,0,1,0,Almost never,Almost never,Almost never,Never,Less than 1 time per month,Less than 1 time per month,No Response,Never
2999,167,"Under $10,000",No Response,35 - 44,0,1.0,1,1,1,3,3,Never,Never,Never,Never,Never,Never,Less than 1 time per week,Never,0,2,0,2,0,0,0,0,Almost never,No Response,Almost never,No Response,Less than 1 time per month,Almost never,Less than 1 time per week,Never,0,0,-9998,0,0,0,2,0,Never,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,No Response,Never
3000,168,"$75,000 - $99,999","$150,000 - $199,999",55 - 59,0,2.0,5,4,3,1,1,Less than 1 time per week,Less than 1 time per month,About 1 time per week,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Never,0,2,0,2,0,0,0,0,Almost never,No Response,About 1 time per week,No Response,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Never,0,1,2,0,1,0,0,0,Almost never,No Response,No Response,Less than 1 time per week,No Response,Almost never,Less than 1 time per month,Never
3001,169,"$150,000 - $199,999","$200,000 or more",45 - 54,0,2.0,3,3,3,4,4,Never,Never,About 1 time per week,Almost never,Less than 1 time per month,Almost never,Almost never,Never,2,4,2,0,0,0,0,0,No Response,No Response,No Response,Less than 1 time per month,Less than 1 time per month,Almost never,Almost never,Never,1,-9998,1,0,0,0,0,0,No Response,No Response,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,Never
3002,170,"$100,000 - $149,999","$150,000 - $199,999",25 - 34,2,5.0,5,3,3,5,5,Less than 1 time per month,Almost never,Never,Never,Less than 1 time per month,Less than 1 time per month,Never,Less than 1 time per week,0,3,0,0,0,0,0,0,Almost never,No Response,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Almost never,Less than 1 time per week,0,0,0,0,0,0,0,2,Almost never,Almost never,Never,Never,Less than 1 time per month,Almost never,Never,No Response
3003,171,"$25,000 - $49,999","$25,000 - $49,999",25 - 34,0,2.0,1,1,1,4,3,No Response,No Response,No Response,No Response,No Response,No Response,No Response,No Response,2,2,0,0,0,0,0,0,No Response,No Response,Almost never,Less than 1 time per month,Never,Never,Never,Never,0,0,0,0,0,0,0,0,Less than 1 time per week,Almost never,Never,Never,Almost never,Never,Never,Never
3004,173,"$50,000 - $74,999","$100,000 - $149,999",35 - 44,0,3.0,1,3,1,3,1,About 1 time per week,About 1 time per week,About 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,0,2,0,0,0,0,0,0,About 1 time per week,No Response,About 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,Less than 1 time per week,1,0,0,0,0,0,0,0,No Response,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month
3005,174,"$100,000 - $149,999","$75,000 - $99,999",25 - 34,2,5.0,2,2,2,3,2,About 1 time per week,Less than 1 time per week,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per week,4,2,0,0,0,0,2,0,No Response,No Response,Almost never,Less than 1 time per month,Almost never,Almost never,No Response,Almost never,4,2,0,0,2,0,0,2,No Response,No Response,About 1 time per week,Less than 1 time per month,No Response,Less than 1 time per month,Less than 1 time per week,No Response
3006,175,"$150,000 - $199,999","$150,000 - $199,999",65 - 74,0,2.0,5,5,1,1,1,Less than 1 time per month,Almost never,Less than 1 time per week,Almost never,Less than 1 time per month,Less than 1 time per month,About 1 time per week,Almost never,0,2,0,0,0,0,0,0,Less than 1 time per month,No Response,3 - 5 times per week,About 1 time per week,Almost never,Almost never,Almost never,Almost never,0,0,1,0,0,0,2,0,Almost never,Less than 1 time per month,No Response,Almost never,Almost never,Almost never,No Response,Almost never
3007,176,"$100,000 - $149,999","$200,000 or more",65 - 74,0,2.0,5,5,4,1,1,Never,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,Less than 1 time per month,Never,2,0,0,0,0,0,0,0,No Response,Almost never,Never,Never,Never,Never,Almost never,Never,0,1,2,0,1,0,0,0,Less than 1 time per week,No Response,No Response,Less than 1 time per week,No Response,Almost never,Less than 1 time per month,Never
3008,177,"$50,000 - $74,999",No Response,60 - 64,0,1.0,5,4,3,2,1,Less than 1 time per month,About 1 time per week,Less than 1 time per month,About 1 time per week,2 - 3 times per week,About 1 time per week,About 1 time per week,About 1 time per week,0,6,0,2,0,0,0,0,Less than 1 time per week,No Response,Never,No Response,Less than 1 time per month,Less than 1 time per month,Never,Never,0,0,0,2,2,0,1,0,Almost never,About 1 time per week,Never,No Response,No Response,Less than 1 time per month,No Response,About 1 time per week
3009,178,"$100,000 - $149,999","$200,000 or more",45 - 54,0,2.0,1,3,4,4,4,Never,Never,Never,Almost never,Less than 1 time per month,Never,Less than 1 time per month,Never,0,6,0,2,0,0,0,0,Never,No Response,Never,No Response,Almost never,Never,Never,Never,0,0,0,0,1,0,0,0,Never,Never,Never,Never,No Response,Never,Less than 1 time per month,Never
3010,179,Prefer not to answer,Prefer not to answer,65 - 74,0,2.0,3,4,5,4,2,Less than 1 time per month,Almost never,Almost never,Almost never,Less than 1 time per month,Almost never,Less than 1 time per month,Less than 1 time per month,0,4,0,4,0,0,0,0,Less than 1 time per month,No Response,Almost never,No Response,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,Less than 1 time per month,2,0,0,0,0,-9998,2,0,No Response,Almost never,Almost never,Almost never,Less than 1 time per month,No Response,No Response,Less than 1 time per month
